"Temperature","Humidity","Rainfall","WindSpeed","SolarRadiation","SoilMoisture","SoilTemperature","AirPressure","DewPoint","VaporPressureDeficit","LeafWetness","CanopyTemperature","Evapotranspiration","SoilpH","SoilNitrogen","SoilPhosphorus","SoilPotassium","SoilOrganicMatter","SoilCalcium","SoilMagnesium","SoilSodium","SoilChloride","SoilSulfur","SoilIron","SoilManganese","SoilCopper","SoilZinc","SoilBoron","SoilAluminum","SoilCationExchangeCapacity","SoilElectricalConductivity","SoilCarbon","SoilNitrate","SoilAmmonium","SoilMoistureContent","SoilBulkDensity","SoilPorosity","SoilWaterHoldingCapacity","SoilEnzymeActivity","SoilRespiration","SoilTextureSand","SoilTextureSilt","SoilTextureClay","BacteriaCount","FungiCount","ActinomycetesCount","NematodeCount","ProtozoaCount","MicrobialBiomassCarbon","MicrobialBiomassNitrogen","LeafAreaIndex","LevelOfDisease","Severity"
22.1976217672389,41.1771786143072,33.1502771216782,9.12776977638714,151.510470712457,46.611497644335,24.5277926027284,1026.10740286588,27.8253829944375,0.735206693643704,16.019679877907,15.8055435817447,5.85234388110438,6.01643306003949,35.3157797866912,22.2573514218428,10.7161506176265,1.98959661511872,154.653262060154,158.353524844264,10.0037138631421,14.3058502748612,19.4442450214859,27.5496515889997,0.711429478079654,1.83723174388762,3.74206665312412,0.11804684544845,127.419092258847,16.1041410177361,3.61060354951769,0.975111332725122,16.3860489089366,0.787810984068396,23.5158346360549,1.11342013473735,51.5412986782801,31.0882930353164,42.817745270905,36.9482185035373,24.1666768165305,44.0406731702387,31.7926500132307,1000810,99912,501099,1059,10014,403.930687485018,48.5771233469036,3.25115615045662,"low",0.294533913824202
23.8491125525836,40.1161095895804,96.0083117063318,2.73551460471936,196.53431029876,80.0063980510458,26.7265038971166,1022.01984095108,13.0664771678784,1.59883630461991,9.22559830918908,25.5685768389734,5.43617843372716,5.46007949378816,9.13927916168489,23.0860034547355,29.8194937800203,1.78383604283284,159.025361371232,90.3304509612854,10.5912103072042,35.9423421327823,16.6813358413812,8.08203126126731,1.21233690177806,0.722974539178541,0.52888119558102,0.0992159377507737,73.1057660176466,10.1649902415661,1.70941437408328,1.52349313264622,2.91119436958052,3.1072046759936,73.9156993338838,1.22427898232997,54.5963988849718,28.0115864591309,57.4170330550264,44.7365268011829,51.1407570075244,41.7758212424815,7.08342174999416,1001186,100332,500223,997,10040,661.874916402221,63.1631355370815,2.11446668459916,"medium",0.554428102132359
32.7935415707456,40.442627442535,102.230077072087,11.1397391930223,172.60995854737,98.8319952739403,8.80140540879865,1009.28641013177,19.4411827928104,4.43368584266864,5.92446859739721,21.9225471330573,5.56766217834641,6.84210096071203,15.7110384917853,3.15313159462333,43.5873132480868,1.72901688920041,24.4559681045821,29.585381391272,26.8386546628852,138.74300196709,8.11354404714742,3.0558646987065,3.42589155040602,1.69767085069492,1.12647072653202,0.370519036828623,136.824874857574,15.6057190337181,1.98649007361382,0.846479936418758,5.49489394047228,1.30471672964059,94.7804071707651,1.46153980959315,55.717756328134,31.8144586406086,49.105587249275,61.2231169107503,41.7969786049798,15.0895782047883,43.1134431902319,998439,100203,499387,973,10036,519.097727178912,55.5065878932173,3.20622333240107,"medium",0.718479662798095
25.3525419571229,66.0103981895372,74.3382511099458,6.31790780229494,277.467494270667,64.808554132469,29.5132606335225,1015.59828892473,6.97199217600877,4.34937093988992,10.228283694014,22.0899659666743,4.79274261529722,6.78332510140435,16.0011667801228,18.2595758755076,102.787292683249,2.16861473515065,333.788296844109,38.590105881121,112.476703736888,77.6648674840043,10.8061543034814,4.662913998115,1.24694368325586,1.58307478734309,0.441912037129481,0.31915171623669,40.0120536915788,14.2870830909649,3.83803720586002,1.7160820846939,10.7029977126813,5.08112779381528,93.3108671801165,1.47732462398471,51.0496724930512,30.0005073321187,76.834808798734,28.2201950052762,17.2173780947924,46.5899326559156,36.192689249292,999968,99979,500287,1027,9967,639.681716895815,29.7693471395894,4.27063553396131,"medium",0.682778582440169
25.6464386758047,64.4979114388116,261.827663162458,1.6123637126293,298.684459535323,50.9109161561355,17.3359196199346,1026.8128207723,7.10536071286043,4.64697062852792,18.6764243301004,20.8782714721556,4.24425405106856,8.0741847779968,3.26551410405095,4.80527318499696,39.7120161724776,2.58855263196599,72.100617231561,56.2606013347867,6.8095005605111,69.2708287575443,19.3082454904005,11.5250516198515,3.80064813052836,1.09863693770477,1.28833292728945,0.142266189587176,105.7718311612,14.706297359754,1.82951364573091,1.60190045350911,1.30169583833243,5.03198945404308,1.7941600875929,1.09069528730925,47.3267595135706,24.3260828254886,47.755153403801,57.0285369562484,19.0301836607978,55.4481275146827,25.5216888245195,999299,100373,500640,993,10114,380.083344113625,38.7051352027769,2.75784454475489,"medium",0.674502143208106
33.5753249344164,73.143993797712,99.0953324092844,2.38289813278243,301.348879640494,29.6378748491406,14.531077346598,1015.32934612754,21.0696472314712,2.08022939739749,8.72582415863872,30.5705890959001,3.6194473171383,5.72282915899752,27.9384870778539,9.6159106362905,28.9951943429118,2.44557963159929,63.9249591436925,96.6630703391598,111.535757386394,74.1946428254851,23.7674645108252,4.90206247458284,4.42175277837719,0.197379035441958,2.39127322532516,0.274155989128185,383.022203137921,14.7390223787986,0.886779638007283,1.11164968518924,15.0878074746203,2.07769599872032,30.5238225497305,1.3750373556801,55.8820746306366,27.6770549681972,36.4141673811744,48.2954546993095,60.1898716716096,11.5295712510124,28.280557077378,1000768,99574,500350,994,9969,295.262062893161,53.9220785811792,4.84767513369746,"low",0.423226297262299
27.304581029946,61.3196023483761,30.9963304582191,11.7916636203881,240.057324895893,85.721815447323,20.4921643208254,1008.30642743691,14.9873799538093,1.58143062726595,6.55501758120954,29.0479740526597,4.5671995482036,7.28927106443628,16.2289889450489,8.28724606100489,22.9255021754139,1.38835454395838,193.637265201604,71.4794864877047,37.9362328754028,62.9928402299781,3.55674239492776,13.5406125530322,0.834557788025866,0.406389342995576,1.92582466825147,0.331220362963587,43.8521633797508,15.1434158619448,1.57027354836464,1.33338866568149,5.19436781481956,8.80721865468375,31.8164851283655,1.38294827968464,46.1894634702811,28.0855219655819,58.0088249253543,65.0903033331837,33.6703430814669,17.2618798678741,49.0677770506591,1000695,100082,499778,1021,10087,591.384585523273,39.1376777776047,2.42509998914283,"medium",0.675753446813281
18.6746938269673,33.8973700650968,63.7877294675069,1.77366086631082,167.495151879432,87.0701201958582,18.0450093493054,1029.0224251622,13.5303739428797,3.40414617559873,15.2545816674829,25.0777109909426,4.55856681439154,6.9966233082633,14.8134099218304,11.6920820295463,20.165021308365,2.05197593444395,347.497609184672,147.05257359763,61.2054171472131,185.022444201337,30.9174971224873,9.49220617428327,2.75796503197145,0.565713904517455,1.14137627367779,0.141205333084346,77.6980644333117,13.1231694768501,0.824812233448029,1.19578182815796,4.77152652993187,9.21589682487807,25.305931083858,1.24728326473051,40.6270893351277,25.0991485456595,51.2710085176207,61.2484449475174,11.7293729120865,40.5888760276139,47.6817510602996,999045,100225,500042,986,10030,569.97591219709,62.7566811952462,2.6984272844775,"medium",0.457907881903099
21.5657357405324,30.3777416679077,61.1198370926064,6.99563653324731,233.22331896711,15.4045039787889,26.4506593372255,1020.67007078277,11.7916707581776,2.48389960965142,11.9125595893711,24.5407919932334,4.47545339674601,6.76167451300632,13.6618041571958,8.03127275816403,28.3011226422593,2.05858519685496,267.959295653719,113.818438162894,22.9571190805052,63.0535645135914,21.380400370992,1.2336870399943,0.912908325604524,0.712834570893091,4.21102659320458,0.466734391053868,61.7940617483213,14.5790113051382,0.139922063797712,1.85157338825503,1.86331394318758,8.16476823870112,99.4713663123548,1.30764419991289,46.5325779748066,33.9775508378412,52.9164514835922,33.6348450891942,36.5006283205003,56.0305911209434,7.46878055855632,1002238,100084,499944,963,10042,445.117439650883,42.5579071960388,3.81492427737492,"absent",0
22.7716901495002,45.5283940793015,50.5284235165695,5.55257539032027,239.677532808043,84.893808583729,23.3076836782645,1023.10301426558,13.0206021810395,2.71674287854694,3.92597884498537,22.6354703291358,5.24075561587452,6.05729207126975,21.3558186848148,14.172247739274,6.01353126257447,2.28196887972719,441.671703027192,194.759234797584,22.6844829226794,22.6259900842944,37.1800943772922,25.7342878622537,0.17142455284893,0.455189110428497,1.15933828625209,0.519938649104709,50.7333763404252,14.7613473268903,1.33993120118976,0.979304211496066,13.9313287522976,8.8739660216843,68.6899671331048,1.21423840734228,62.54657735273,25.9245916471667,56.5072899715107,56.9939373772854,26.8919139262289,14.603096107021,58.5049899667501,1000867,99847,499834,935,9967,546.791720329848,55.3482723720819,4.18322835240436,"medium",0.531767186381403
